EmployeeID,Department,JobTitle,Gender,Salary,TenureYears,EarlyTenureFlag,PerformanceRating,HighPerformerFlag,AbsenceDays_Last6M,AbsenceFrequency_Last6M,LongLeaveFlag,HighAbsenceFlag,AvgOverallScore,LastOverallScore,AvgCommunication,AvgTeamwork,AvgProblemSolving,PerformanceDropFlag,TrainingCount,DaysSinceLastTraining,NoTrainingFlag,YearsSinceLastRaise,SalaryChangeCount,PayStagnationFlag,EngagementScore,CareerStagnationFlag,BurnoutRiskScore,AttritionFlag
PNR-2758,Production,Line Supervisor,Female,76465,7,0,4,1,0,0,0,0,3,5,3,3,3,0,0,9999,1,4,3,1,1.5,1,0,0
PNR-2773,Human Resources,HR Coordinator,Male,60787,1,1,4,1,0,0,0,0,5,5,4,3,3,0,1,13,0,0,0,0,2.7,0,0,0
PNR-2794,Sales,Account Manager,Female,128837,3,0,5,1,0,0,0,0,3,4,4,2,3,0,3,435,0,1,2,0,2.1,0,0,0
PNR-2834,Finance,Financial Analyst,Female,60586,8,0,3,0,10,1,1,1,3,4,3,4,3,0,4,661,0,5,3,1,-0.7,0,0.6,0
PNR-2841,Quality Control,QC Inspector,Female,78157,7,0,5,1,0,0,0,0,3,5,3,3,3,0,0,9999,1,4,3,1,1.5,1,0,0
PNR-2842,Quality Control,QC Manager,Female,123307,2,0,4,1,0,0,0,0,2,2,2,3,5,0,3,13,0,1,1,0,1.6,0,0,1
PNR-2895,Human Resources,Recruiter,Non-binary,68578,4,0,2,0,0,0,0,0,3,3,4,3,4,0,5,154,0,1,3,0,2.5,0,0,0
PNR-2900,Production,Operations Manager,Male,125886,6,0,5,1,0,0,0,0,4,5,4,4,4,0,3,589,0,3,3,1,2.6,0,0,0
PNR-2901,Finance,Controller,Female,71744,7,0,4,1,0,0,0,0,3,4,4,4,4,0,0,9999,1,4,2,1,1.5,1,0,0
PNR-2902,Production,Operations Manager,Female,169743,3,0,2,0,3,1,0,0,5,5,2,4,3,0,5,134,0,1,2,0,2.6,0,0.6,0
PNR-2922,IT Support,IT Technician,Male,74227,4,0,2,0,0,0,0,0,4,4,3,3,5,0,1,1270,0,2,2,0,2.2,0,0,0
PNR-2928,Research & Development,Research Lead,Female,127514,1,1,3,0,5,1,0,0,3,3,2,4,5,0,2,3,0,0,0,0,0.4,0,0.6,0
PNR-2937,Quality Control,QC Inspector,Non-binary,58688,4,0,2,0,0,0,0,0,4,5,3,3,3,0,2,336,0,1,3,0,2.4,0,0,0
PNR-2941,Production,Line Supervisor,Female,78436,1,1,4,1,5,1,0,0,2,2,5,4,3,0,2,133,0,0,0,0,-0.1,0,0.6,0
PNR-2948,Marketing,Digital Marketer,Non-binary,61553,4,0,5,1,5,1,0,0,2,2,5,2,2,0,0,9999,1,2,2,0,-0.5,1,0.6,0
PNR-2967,Marketing,Marketing Coordinator,Non-binary,68775,3,0,2,0,0,0,0,0,3,4,2,2,4,0,0,9999,1,1,2,0,1.5,0,0,0
PNR-3016,Quality Control,QC Inspector,Male,74554,8,0,4,1,0,0,0,0,4,5,3,3,3,0,0,9999,1,5,3,1,2,1,0,0
PNR-3028,Logistics,Warehouse Associate,Male,83549,1,1,5,1,0,0,0,0,2,2,3,5,4,0,0,9999,1,0,0,0,1,0,0,0
PNR-3035,Quality Control,QC Manager,Female,135223,4,0,3,0,0,0,0,0,5,5,3,4,4,0,2,1135,0,1,3,0,2.9,0,0,0
PNR-3038,Human Resources,Recruiter,Female,71778,5,0,5,1,0,0,0,0,4,5,3,4,4,0,3,48,0,1,4,0,2.6,0,0,0
PNR-3041,Logistics,Logistics Coordinator,Male,71774,3,0,5,1,10,1,1,1,3,3,2,5,2,0,4,377,0,1,2,0,-0.7,0,0.6,0
PNR-3046,Marketing,Marketing Coordinator,Female,56017,8,0,4,1,0,0,0,0,3,5,3,3,3,0,5,212,0,5,3,1,2.5,0,0,0
PNR-3050,Marketing,Marketing Manager,Non-binary,121467,6,0,4,1,0,0,0,0,2,4,3,3,3,0,3,734,0,3,3,1,1.6,0,0,1
PNR-3054,Quality Control,QC Inspector,Non-binary,81892,7,0,3,0,0,0,0,0,5,5,2,3,3,0,1,503,0,5,2,1,2.7,0,0,0
PNR-2779,Research & Development,Scientist,Non-binary,72508,3,0,3,0,0,0,0,0,2,3,2,4,3,0,2,127,0,1,2,0,1.4,0,0,0
PNR-2791,Logistics,Logistics Coordinator,Male,67680,3,0,5,1,0,0,0,0,2,2,4,4,4,0,0,9999,1,1,2,0,1,0,0,0
PNR-2798,Human Resources,HR Generalist,Non-binary,64897,7,0,3,0,0,0,0,0,4,5,3,3,4,0,4,428,0,4,3,1,2.8,0,0,1
PNR-2799,IT Support,Help Desk Specialist,Female,61483,7,0,2,0,3,1,0,0,3,5,3,3,3,0,2,1011,0,5,2,1,1,0,0.6,0
PNR-2803,Marketing,Marketing Manager,Male,123817,5,0,4,1,0,0,0,0,5,5,4,4,5,0,3,882,0,2,3,0,3.1,0,0,0
PNR-2814,Marketing,Digital Marketer,Non-binary,84610,3,0,3,0,0,0,0,0,5,5,2,3,5,0,5,10,0,1,3,0,3.5,0,0,0
PNR-2820,Production,Operations Manager,Female,130660,7,0,5,1,1,1,0,0,3,4,3,3,4,0,5,326,0,4,3,1,2.2,0,0.6,0
PNR-2821,IT Support,Help Desk Specialist,Female,61766,1,1,2,0,3,1,0,0,5,5,5,5,5,0,0,9999,1,0,0,0,1.6,0,0.6,1
PNR-2840,Marketing,Marketing Manager,Non-binary,124219,1,1,2,0,0,0,0,0,3,3,3,5,5,0,1,198,0,0,0,0,1.7,0,0,0
PNR-2847,IT Support,IT Manager,Non-binary,159667,1,1,2,0,0,0,0,0,2,2,3,5,4,0,1,2,0,0,0,0,1.2,0,0,0
PNR-2858,Sales,Account Manager,Non-binary,167072,2,0,5,1,0,0,0,0,3,3,4,2,4,0,2,12,0,1,1,0,1.9,0,0,0
PNR-2881,Finance,Financial Analyst,Male,81671,2,0,3,0,0,0,0,0,3,4,4,3,3,0,3,47,0,1,1,0,2.1,0,0,0
PNR-2882,Sales,Sales Associate,Male,57531,2,0,5,1,0,0,0,0,2,2,4,4,3,0,3,90,0,1,1,0,1.6,0,0,0
PNR-2912,Logistics,Logistics Coordinator,Male,55506,5,0,4,1,0,0,0,0,4,5,3,3,4,0,5,22,0,3,2,1,3,0,0,0
PNR-2924,Logistics,Warehouse Associate,Non-binary,81275,7,0,2,0,0,0,0,0,3,5,2,3,2,0,4,364,0,3,4,1,2.3,0,0,0
PNR-2926,Quality Control,QC Inspector,Male,67466,5,0,5,1,3,1,0,0,3,4,4,5,2,0,2,385,0,3,2,1,1,0,0.6,0
PNR-2939,Sales,Sales Associate,Female,81046,2,0,4,1,0,0,0,0,2,2,5,4,5,0,3,65,0,1,1,0,1.6,0,0,0
PNR-2940,Human Resources,HR Generalist,Female,63684,7,0,2,0,0,0,0,0,4,4,3,5,2,0,1,2393,0,5,2,1,2.2,0,0,0
PNR-2942,Finance,Controller,Female,75747,2,0,4,1,0,0,0,0,2,2,4,3,3,0,2,67,0,1,1,0,1.4,0,0,0
PNR-3007,Marketing,Marketing Coordinator,Male,62594,3,0,4,1,0,0,0,0,3,3,3,3,2,0,2,71,0,1,3,0,1.9,0,0,0
PNR-3015,IT Support,Help Desk Specialist,Female,75251,8,0,2,0,0,0,0,0,4,5,3,3,3,0,0,9999,1,5,3,1,2,0,0,1
PNR-3036,Production,Line Supervisor,Female,70260,6,0,3,0,0,0,0,0,4,5,3,3,3,0,2,1912,0,4,2,1,2.4,0,0,0
PNR-3055,IT Support,Help Desk Specialist,Male,81439,1,1,4,1,5,1,0,0,5,5,2,3,5,0,0,9999,1,0,0,0,1,0,0.6,1
PNR-3058,Quality Control,QC Manager,Male,122904,7,0,5,1,1,1,0,0,3,5,4,3,3,0,1,1596,0,5,2,1,1.4,0,0.6,0
PNR-3064,Quality Control,QC Manager,Non-binary,177555,2,0,3,0,10,1,1,1,5,5,4,2,5,0,0,9999,1,1,1,0,-0.5,0,0.6,0
PNR-3067,Finance,Financial Analyst,Male,77142,5,0,3,0,0,0,0,0,2,2,3,2,5,0,5,20,0,3,2,1,2,0,0,1
PNR-3091,Logistics,Logistics Coordinator,Female,58401,5,0,2,0,5,1,0,0,3,4,2,3,3,0,2,524,0,2,3,0,0.4,0,0.6,0
PNR-3101,Research & Development,Scientist,Male,73082,2,0,3,0,0,0,0,0,2,2,5,4,2,0,4,186,0,1,1,0,1.8,0,0,0
PNR-3123,Human Resources,Recruiter,Non-binary,71516,8,0,4,1,5,1,0,0,3,3,4,4,3,0,3,822,0,5,3,1,0.6,0,0.6,0
PNR-3082,Quality Control,QC Manager,Male,176830,8,0,3,0,0,0,0,0,3,4,3,4,3,0,1,640,0,4,4,1,1.7,0,0,0
PNR-3096,Research & Development,Scientist,Male,67057,6,0,4,1,2,1,0,0,3,3,3,3,3,0,0,9999,1,4,2,1,0.9,1,0.6,0
PNR-3102,Sales,Account Manager,Male,166416,1,1,3,0,0,0,0,0,5,5,5,4,3,0,3,28,0,0,0,0,3.1,0,0,0
PNR-3141,Finance,Financial Analyst,Non-binary,61927,4,0,3,0,0,0,0,0,4,5,3,4,3,0,0,9999,1,1,3,0,2,0,0,0
PNR-3147,Finance,Accountant,Male,73815,7,0,3,0,3,1,0,0,4,5,3,4,3,0,1,1438,0,4,3,1,1.3,0,0.6,0
PNR-3162,Human Resources,HR Generalist,Non-binary,84395,1,1,2,0,0,0,0,0,3,3,4,3,3,0,2,39,0,0,0,0,1.9,0,0,0
PNR-3163,Logistics,Logistics Coordinator,Non-binary,62833,8,0,3,0,0,0,0,0,2,2,3,2,5,0,3,344,0,5,3,1,1.6,0,0,0
PNR-3180,Sales,Sales Associate,Non-binary,80886,5,0,4,1,0,0,0,0,4,5,3,3,2,0,3,274,0,2,3,0,2.6,0,0,0
PNR-3209,Finance,Financial Analyst,Female,74050,2,0,2,0,10,1,1,1,5,5,3,3,3,0,2,104,0,1,2,0,-0.1,0,0.6,0
PNR-3211,Human Resources,Recruiter,Male,56293,6,0,5,1,0,0,0,0,4,5,3,4,5,0,4,394,0,2,4,0,2.8,0,0,0
PNR-3216,Logistics,Warehouse Associate,Female,70128,2,0,5,1,5,1,0,0,3,3,2,3,4,0,5,151,0,1,1,0,1,0,0.6,0
PNR-3224,Logistics,Logistics Coordinator,Non-binary,65938,3,0,5,1,0,0,0,0,4,4,5,4,5,0,4,249,0,1,2,0,2.8,0,0,0
PNR-3238,IT Support,IT Technician,Female,56550,1,1,4,1,0,0,0,0,4,4,5,2,4,0,0,9999,1,0,0,0,2,0,0,0
PNR-3271,Marketing,Marketing Coordinator,Male,63048,6,0,4,1,0,0,0,0,4,5,3,2,2,0,0,9999,1,3,3,1,2,1,0,0
PNR-3276,Production,Production Worker,Male,57180,0,1,4,1,0,0,0,0,2,2,5,5,2,0,4,2,0,0,0,0,1.8,0,0,0
PNR-3321,Finance,Controller,Female,70002,1,1,5,1,0,0,0,0,4,4,5,5,3,0,0,9999,1,0,0,0,2,0,0,0
PNR-3322,Research & Development,Research Lead,Female,100516,3,0,2,0,0,0,0,0,4,5,3,5,3,0,4,58,0,1,3,0,2.8,0,0,0
PNR-3326,Quality Control,QC Inspector,Non-binary,60649,8,0,3,0,5,1,0,0,3,5,3,2,3,0,1,1934,0,5,3,1,0.2,0,0.6,0
PNR-3339,IT Support,IT Technician,Non-binary,76047,7,0,5,1,0,0,0,0,3,5,3,3,4,0,3,332,0,5,2,1,2.1,0,0,0
PNR-3344,Quality Control,QC Inspector,Female,82240,7,0,5,1,5,1,0,0,3,5,3,2,4,0,5,375,0,4,3,1,1,0,0.6,1
PNR-3352,IT Support,IT Manager,Non-binary,176790,6,0,2,0,6,2,0,0,4,4,2,4,2,0,3,767,0,3,3,1,0.8,0,1.2,1
PNR-3358,Logistics,Warehouse Associate,Male,84599,1,1,3,0,0,0,0,0,3,3,2,3,3,0,0,9999,1,0,1,0,1.5,0,0,0
PNR-3387,Finance,Controller,Female,60987,1,1,4,1,0,0,0,0,3,3,2,2,4,0,2,16,0,0,0,0,1.9,0,0,0
PNR-3391,Quality Control,QC Manager,Female,171500,6,0,3,0,7,2,0,0,2,3,4,3,3,0,4,568,0,3,3,1,-0.3,0,1.2,0
PNR-3395,IT Support,IT Technician,Male,56865,2,0,3,0,0,0,0,0,5,5,3,4,5,0,1,568,0,1,1,0,2.7,0,0,1
PNR-3428,Human Resources,HR Generalist,Female,67335,5,0,5,1,0,0,0,0,4,5,3,5,2,0,0,9999,1,3,3,1,2,1,0,0
PNR-3453,Marketing,Marketing Coordinator,Non-binary,77503,5,0,2,0,0,0,0,0,4,4,5,3,2,0,0,9999,1,2,3,0,2,0,0,0
PNR-3484,Quality Control,QC Manager,Male,170216,7,0,5,1,0,0,0,0,3,4,3,3,3,0,5,31,0,6,2,1,2.5,0,0,1
PNR-3491,Human Resources,Recruiter,Female,59300,2,0,4,1,0,0,0,0,2,2,3,4,4,0,4,141,0,1,1,0,1.8,0,0,0
PNR-3124,Human Resources,HR Generalist,Female,84663,4,0,3,0,0,0,0,0,2,2,2,2,2,0,5,371,0,1,3,0,2,0,0,0
PNR-3138,Human Resources,HR Coordinator,Male,75850,1,1,3,0,0,0,0,0,4,4,2,2,5,0,5,2,0,0,0,0,3,0,0,0
PNR-3142,Human Resources,Recruiter,Female,55965,0,1,4,1,3,1,0,0,5,5,2,3,3,0,1,13,0,0,0,0,1.8,0,0.6,0
PNR-3146,Production,Line Supervisor,Female,81807,1,1,3,0,5,1,0,0,5,5,3,4,2,0,0,9999,1,0,0,0,1,0,0.6,0
PNR-3185,Marketing,Marketing Coordinator,Female,67038,8,0,3,0,0,0,0,0,3,5,4,3,3,0,2,763,0,5,3,1,1.9,0,0,0
PNR-3187,Research & Development,Research Lead,Non-binary,109426,2,0,4,1,0,0,0,0,5,5,3,3,2,0,0,9999,1,1,1,0,2.5,0,0,0
PNR-3203,Human Resources,HR Coordinator,Non-binary,60069,7,0,3,0,0,0,0,0,3,5,4,3,3,0,1,917,0,4,3,1,1.7,0,0,0
PNR-3204,Sales,Account Manager,Non-binary,167225,3,0,4,1,0,0,0,0,3,5,4,4,3,0,5,118,0,1,2,0,2.5,0,0,0
PNR-3207,Logistics,Logistics Coordinator,Non-binary,64005,6,0,4,1,0,0,0,0,2,3,3,3,4,0,3,1103,0,3,3,1,1.6,0,0,0
PNR-3227,Finance,Controller,Non-binary,60318,3,0,4,1,0,0,0,0,4,5,3,3,2,0,0,9999,1,1,2,0,2,0,0,0
PNR-3230,Sales,Regional Sales Manager,Male,167222,8,0,3,0,0,0,0,0,2,4,4,2,4,0,4,31,0,5,3,1,1.8,0,0,0
PNR-3240,IT Support,IT Technician,Female,80501,5,0,4,1,0,0,0,0,3,5,4,3,3,0,5,584,0,3,3,1,2.5,0,0,0
PNR-3245,Production,Line Supervisor,Female,82682,5,0,5,1,10,1,1,1,4,5,3,2,4,0,2,286,0,2,3,0,-0.6,0,0.6,0
PNR-3248,Human Resources,Recruiter,Female,70737,5,0,3,0,0,0,0,0,4,5,3,3,3,0,3,224,0,2,3,0,2.6,0,0,0
PNR-3263,Production,Production Worker,Male,82829,6,0,5,1,0,0,0,0,3,4,2,3,3,0,5,118,0,2,4,0,2.5,0,0,0
PNR-3267,Marketing,Digital Marketer,Female,84836,5,0,5,1,0,0,0,0,4,4,2,4,3,0,3,198,0,3,3,1,2.6,0,0,1
PNR-3269,Human Resources,HR Generalist,Male,59869,6,0,4,1,0,0,0,0,4,5,3,4,3,0,5,80,0,4,2,1,3,0,0,0
PNR-3296,Human Resources,HR Coordinator,Non-binary,55885,5,0,4,1,0,0,0,0,3,3,2,5,5,0,0,9999,1,1,4,0,1.5,0,0,1
PNR-3307,Quality Control,QC Inspector,Non-binary,79569,6,0,5,1,0,0,0,0,3,5,2,3,3,0,0,9999,1,2,4,0,1.5,1,0,0
PNR-3311,Marketing,Digital Marketer,Non-binary,62260,5,0,5,1,10,1,1,1,4,5,2,2,3,0,3,99,0,1,4,0,-0.4,0,0.6,0
PNR-3312,Production,Operations Manager,Female,142266,7,0,4,1,0,0,0,0,3,4,3,3,4,0,5,20,0,3,4,1,2.5,0,0,1
PNR-3325,Marketing,Marketing Coordinator,Non-binary,64494,1,1,5,1,10,1,1,1,2,2,5,2,4,0,2,66,0,0,0,0,-1.6,0,0.6,1
PNR-3334,Marketing,Marketing Manager,Female,126057,4,0,3,0,0,0,0,0,2,4,3,2,3,0,2,290,0,2,3,0,1.4,0,0,0
PNR-3343,IT Support,Help Desk Specialist,Non-binary,82101,5,0,5,1,0,0,0,0,4,5,4,4,3,0,5,103,0,1,3,0,3,0,0,1
PNR-3349,Production,Line Supervisor,Female,78609,2,0,5,1,0,0,0,0,5,5,5,3,4,0,0,9999,1,1,1,0,2.5,0,0,0
PNR-3350,Research & Development,Scientist,Non-binary,74692,3,0,2,0,3,1,0,0,2,2,5,3,5,0,5,53,0,1,2,0,1.1,0,0.6,0
PNR-3377,Human Resources,HR Generalist,Non-binary,62336,6,0,2,0,0,0,0,0,4,4,5,5,2,0,5,418,0,4,3,1,3,0,0,0
PNR-3396,Research & Development,Scientist,Male,77687,6,0,3,0,0,0,0,0,3,5,3,3,3,0,1,1389,0,3,3,1,1.7,0,0,0
PNR-3411,Logistics,Logistics Coordinator,Male,57287,2,0,4,1,0,0,0,0,5,5,2,4,5,0,0,9999,1,1,1,0,2.5,0,0,0
PNR-3492,Production,Production Worker,Non-binary,67854,8,0,2,0,3,1,0,0,2,4,3,3,3,0,0,9999,1,6,2,1,0.1,0,0.6,0
PNR-3496,Marketing,Marketing Coordinator,Male,67801,8,0,4,1,0,0,0,0,5,5,2,4,3,0,2,898,0,5,3,1,2.9,0,0,1
PNR-3519,Production,Line Supervisor,Female,74584,8,0,3,0,0,0,0,0,2,5,3,3,3,0,5,196,0,4,4,1,2,0,0,0
PNR-3542,Research & Development,Research Lead,Non-binary,115948,2,0,5,1,10,1,1,1,4,4,3,4,2,0,3,23,0,1,1,0,-0.4,0,0.6,0
PNR-3560,Research & Development,Lab Technician,Non-binary,80233,8,0,2,0,0,0,0,0,3,5,3,3,3,0,4,538,0,5,3,1,2.3,0,0,0
PNR-3563,IT Support,IT Manager,Male,136417,2,0,5,1,5,1,0,0,2,2,4,5,4,0,5,23,0,1,1,0,0.5,0,0.6,1
PNR-3572,Research & Development,Research Lead,Male,126449,5,0,5,1,0,0,0,0,3,4,3,2,2,0,4,651,0,3,2,1,2.3,0,0,0
PNR-3573,IT Support,Help Desk Specialist,Male,84442,8,0,3,0,0,0,0,0,2,3,4,3,2,0,4,1199,0,5,3,1,1.8,0,0,0
PNR-3607,Finance,Controller,Male,72658,8,0,3,0,0,0,0,0,3,4,4,3,3,0,2,492,0,5,3,1,1.9,0,0,1
PNR-3614,Production,Line Supervisor,Non-binary,57793,3,0,4,1,5,1,0,0,2,2,3,4,2,0,4,146,0,1,2,0,0.3,0,0.6,0
PNR-3628,Quality Control,QC Manager,Male,176646,6,0,5,1,3,1,0,0,3,5,3,4,3,0,3,967,0,4,3,1,1.2,0,0.6,1
PNR-3629,Human Resources,HR Coordinator,Male,55568,7,0,4,1,0,0,0,0,2,3,3,2,3,0,4,593,0,3,4,1,1.8,0,0,0
PNR-3630,Logistics,Logistics Coordinator,Non-binary,56447,6,0,2,0,1,1,0,0,2,2,5,3,4,0,3,759,0,3,3,1,1.3,0,0.6,0
PNR-3642,Human Resources,HR Generalist,Non-binary,76094,6,0,4,1,0,0,0,0,4,4,5,3,2,0,2,1401,0,4,2,1,2.4,0,0,0
PNR-3645,Sales,Sales Associate,Male,77205,8,0,2,0,0,0,0,0,4,5,4,4,3,0,3,1351,0,6,2,1,2.6,0,0,0
PNR-3656,Research & Development,Scientist,Male,77161,1,1,5,1,0,0,0,0,4,4,2,5,5,0,0,9999,1,0,0,0,2,0,0,0
PNR-3657,Logistics,Logistics Coordinator,Female,59874,1,1,5,1,10,1,1,1,5,5,2,5,3,0,2,125,0,0,0,0,-0.1,0,0.6,0
PNR-3668,Research & Development,Research Lead,Male,115566,4,0,2,0,0,0,0,0,5,5,3,4,3,0,1,570,0,1,3,0,2.7,0,0,0
PNR-3669,Sales,Account Manager,Female,136456,1,1,5,1,0,0,0,0,4,4,2,2,5,0,5,169,0,0,0,0,3,0,0,1
PNR-3672,Quality Control,QC Manager,Male,147619,2,0,2,0,2,1,0,0,4,4,2,5,5,0,3,213,0,1,1,0,2,0,0.6,1
PNR-3679,Quality Control,QC Manager,Male,125543,6,0,3,0,10,1,1,1,3,4,3,3,4,0,3,168,0,4,2,1,-0.9,0,0.6,0
PNR-3713,Quality Control,QC Manager,Male,141650,4,0,2,0,0,0,0,0,3,4,3,4,3,0,4,395,0,2,2,0,2.3,0,0,1
PNR-3726,Human Resources,HR Generalist,Non-binary,68561,7,0,2,0,0,0,0,0,2,3,3,2,3,0,0,9999,1,4,3,1,1,0,0,1
PNR-3728,Logistics,Logistics Coordinator,Non-binary,82324,6,0,5,1,1,1,0,0,5,5,5,4,4,0,0,9999,1,3,3,1,2.2,1,0.6,0
PNR-3729,Marketing,Digital Marketer,Male,69917,3,0,2,0,0,0,0,0,3,5,4,4,4,0,1,191,0,1,2,0,1.7,0,0,0
PNR-3732,Production,Production Worker,Female,72003,6,0,2,0,0,0,0,0,5,5,3,2,5,0,2,627,0,5,2,1,2.9,0,0,0
PNR-3735,Production,Line Supervisor,Male,81898,5,0,4,1,2,1,0,0,3,5,2,4,3,0,3,602,0,2,3,0,1.5,0,0.6,0
PNR-3739,Sales,Sales Associate,Female,76907,8,0,2,0,0,0,0,0,4,5,2,3,4,0,0,9999,1,5,3,1,2,0,0,1
PNR-3745,Quality Control,QC Manager,Male,162352,8,0,5,1,0,0,0,0,3,5,3,3,3,0,5,302,0,5,3,1,2.5,0,0,0
PNR-2240,Logistics,Logistics Coordinator,Female,60563,6,0,2,0,20,2,1,1,3,4,3,4,2,0,0,9999,1,3,3,1,-4.5,0,1.2,1
PNR-2243,Research & Development,Lab Technician,Female,55034,3,0,4,1,0,0,0,0,5,5,3,3,3,0,0,9999,1,1,2,0,2.5,0,0,0
PNR-2252,Production,Line Supervisor,Non-binary,77435,7,0,3,0,0,0,0,0,3,5,3,3,3,0,2,313,0,4,3,1,1.9,0,0,0
PNR-2272,Sales,Sales Associate,Female,76403,2,0,3,0,0,0,0,0,5,5,3,5,5,0,3,120,0,1,1,0,3.1,0,0,0
PNR-2296,Research & Development,Research Lead,Female,115066,6,0,3,0,0,0,0,0,4,5,4,3,3,0,0,9999,1,4,3,1,2,0,0,0
PNR-2345,Human Resources,HR Generalist,Male,61172,7,0,4,1,0,0,0,0,2,2,2,3,2,0,4,125,0,4,3,1,1.8,0,0,0
PNR-2353,Production,Operations Manager,Non-binary,174780,5,0,4,1,5,1,0,0,3,3,4,2,3,0,2,388,0,2,3,0,0.4,0,0.6,0
PNR-2358,IT Support,IT Manager,Female,151760,2,0,3,0,0,0,0,0,3,3,5,5,2,0,5,61,0,1,1,0,2.5,0,0,0
PNR-2397,Logistics,Warehouse Associate,Female,74471,4,0,3,0,0,0,0,0,4,4,3,4,4,0,2,490,0,1,3,0,2.4,0,0,0
PNR-2409,Production,Operations Manager,Female,153902,2,0,4,1,0,0,0,0,2,2,2,3,3,0,5,95,0,1,1,0,2,0,0,1
PNR-2425,Marketing,Marketing Coordinator,Male,84834,8,0,4,1,7,2,0,0,3,3,3,4,2,0,5,145,0,5,4,1,0.4,0,1.2,1
PNR-2437,Research & Development,Research Lead,Male,125985,3,0,4,1,0,0,0,0,3,4,3,4,3,0,0,9999,1,1,2,0,1.5,0,0,0
PNR-2443,IT Support,Help Desk Specialist,Male,62620,3,0,3,0,0,0,0,0,5,5,3,4,5,0,5,216,0,1,2,0,3.5,0,0,0
PNR-2462,Research & Development,Scientist,Non-binary,67842,3,0,2,0,5,1,0,0,3,4,3,4,3,0,2,632,0,1,2,0,0.4,0,0.6,0
PNR-2478,Quality Control,QC Inspector,Male,57398,7,0,5,1,0,0,0,0,3,5,3,3,3,0,1,2247,0,3,4,1,1.7,0,0,0
PNR-2523,Research & Development,Scientist,Non-binary,70878,6,0,5,1,1,1,0,0,3,5,4,4,2,0,3,520,0,3,3,1,1.8,0,0.6,0
PNR-2529,Logistics,Logistics Coordinator,Non-binary,55252,6,0,5,1,0,0,0,0,2,4,3,3,2,0,5,653,0,3,3,1,2,0,0,0
PNR-2539,Research & Development,Scientist,Male,83210,3,0,5,1,10,1,1,1,4,4,2,5,3,0,0,9999,1,1,2,0,-1,0,0.6,0
PNR-2544,Production,Line Supervisor,Non-binary,55468,5,0,2,0,0,0,0,0,3,5,4,3,3,0,4,133,0,3,2,1,2.3,0,0,0
PNR-2566,Finance,Controller,Male,56210,2,0,4,1,0,0,0,0,5,5,3,2,3,0,2,322,0,1,1,0,2.9,0,0,0
PNR-2574,Production,Operations Manager,Male,144958,1,1,5,1,0,0,0,0,5,5,3,2,5,0,2,48,0,0,1,0,2.9,0,0,0
PNR-2579,Finance,Financial Analyst,Female,58086,6,0,4,1,0,0,0,0,5,5,2,4,4,0,3,46,0,3,3,1,3.1,0,0,1
PNR-2597,Research & Development,Research Lead,Female,125108,4,0,3,0,0,0,0,0,4,5,2,2,3,0,3,127,0,1,3,0,2.6,0,0,0
PNR-2610,Finance,Accountant,Non-binary,81119,6,0,2,0,0,0,0,0,3,5,3,3,3,0,5,1177,0,4,2,1,2.5,0,0,0
PNR-2619,Research & Development,Scientist,Male,63906,2,0,2,0,0,0,0,0,3,3,2,2,5,0,4,58,0,1,1,0,2.3,0,0,0
PNR-2626,Production,Operations Manager,Male,133557,7,0,2,0,0,0,0,0,3,5,3,3,4,0,0,9999,1,5,2,1,1.5,0,0,0
PNR-2628,Research & Development,Scientist,Female,70394,4,0,2,0,0,0,0,0,4,5,4,4,4,0,5,393,0,1,3,0,3,0,0,0
PNR-2661,Research & Development,Scientist,Male,63015,4,0,2,0,0,0,0,0,3,5,5,4,2,0,5,368,0,0,3,0,2.5,0,0,1
PNR-2674,Sales,Sales Associate,Female,84484,3,0,4,1,0,0,0,0,2,2,2,4,4,0,2,467,0,1,2,0,1.4,0,0,0
PNR-14886,Research & Development,Research Lead,Female,106943,7,0,5,1,0,0,0,0,4,5,4,2,3,0,0,9999,1,4,3,1,2,1,0,0
PNR-14897,Sales,Regional Sales Manager,Female,173437,7,0,2,0,0,0,0,0,3,5,3,4,3,0,4,942,0,4,4,1,2.3,0,0,0
PNR-14916,Research & Development,Lab Technician,Non-binary,75933,2,0,2,0,3,1,0,0,3,3,3,3,5,0,0,9999,1,1,1,0,0.6,0,0.6,1
PNR-14917,Quality Control,QC Manager,Male,162840,8,0,3,0,2,1,0,0,2,4,3,3,3,0,2,374,0,5,3,1,0.8,0,0.6,0
PNR-14922,Marketing,Digital Marketer,Non-binary,62139,8,0,2,0,0,0,0,0,3,5,3,4,4,0,1,2770,0,6,2,1,1.7,0,0,0
PNR-14925,Research & Development,Scientist,Non-binary,71143,6,0,4,1,0,0,0,0,3,4,3,3,4,0,1,1808,0,3,3,1,1.7,0,0,0
PNR-14928,Production,Production Worker,Non-binary,73108,4,0,5,1,0,0,0,0,2,3,2,3,3,0,0,9999,1,1,3,0,1,0,0,0
PNR-14934,Logistics,Logistics Coordinator,Male,64645,5,0,5,1,0,0,0,0,4,4,3,2,4,0,2,718,0,2,3,0,2.4,0,0,0
PNR-14943,Finance,Financial Analyst,Female,81266,2,0,3,0,5,1,0,0,2,2,4,3,2,0,2,72,0,1,1,0,-0.1,0,0.6,0
PNR-1495,Quality Control,QC Manager,Female,166920,8,0,2,0,1,1,0,0,3,5,3,3,3,0,2,354,0,4,4,1,1.6,0,0.6,0
